FID,longitude,latitude
100,101.121959970000010,24.494374489999998
101,101.521959970000000,24.494374489999998
102,101.621959970000010,25.094374490000000
103,101.671959970000000,25.494374489999998
104,101.771959970000000,23.794374489999999
105,101.871959970000010,24.594374490000000
106,102.671959970000000,24.544374489999999
107,102.771959970000000,23.444374490000001
108,103.071959969999990,23.194374490000001
109,103.221959970000000,23.594374490000000
110,103.221959970000000,25.194374490000001
111,103.271959970000000,26.344374490000000
112,103.271959970000000,26.694374490000001
113,103.671959970000000,26.144374490000001
114,103.721959970000000,22.894374490000001
115,103.771959970000000,26.194374490000001
116,103.921959970000000,25.694374490000001
117,103.321959969999990,23.994374489999998
118,100.971959970000000,26.094374490000000
119,101.071959969999990,24.794374489999999
120,101.221959970000000,25.394374490000001
121,101.521959970000000,25.844374490000000
122,101.521959970000000,26.194374490000001
123,101.571959969999990,25.894374490000001
124,101.721959970000000,23.844374490000000
125,101.871959970000010,25.894374490000001
126,102.121959970000010,23.344374490000000
127,101.321959969999990,25.244374489999998
128,101.371959970000010,25.244374489999998
129,102.421959970000000,22.894374490000001
130,102.421959970000000,23.244374489999998
131,102.571959969999990,23.094374490000000
132,102.871959970000010,23.294374489999999
133,102.971959970000000,23.744374489999998
134,103.021959970000000,23.494374489999998
135,103.171959970000000,24.794374489999999
136,103.221959970000000,26.244374489999998
137,103.271959970000000,24.994374489999998
138,103.371959970000010,24.694374490000001
139,103.471959970000000,25.594374490000000
140,102.321959969999990,24.044374489999999
141,102.371959970000010,23.794374489999999
142,102.371959970000010,25.294374489999999
143,103.671959970000000,23.344374490000000
144,103.721959970000000,25.344374490000000
145,103.971959970000000,25.644374490000001
146,104.021959970000000,25.194374490000001
147,103.521959970000000,23.444374490000001
148,101.021959970000000,24.794374489999999
149,101.421959970000000,25.944374490000001
150,101.521959970000000,26.344374490000000
151,102.171959970000000,24.094374490000000
152,102.221959970000000,25.994374489999998
153,102.321959969999990,23.094374490000000
154,102.621959970000010,24.994374489999998
155,102.621959970000010,25.244374489999998
156,102.671959970000000,24.094374490000000
157,102.671959970000000,24.494374489999998
158,102.671959970000000,24.894374490000001
159,102.671959970000000,25.944374490000001
160,101.971959970000000,24.394374490000001
161,103.071959969999990,25.594374490000000
162,103.121959970000010,23.694374490000001
163,103.171959970000000,24.994374489999998
164,103.421959970000000,24.744374489999998
165,103.571959969999990,23.694374490000001
166,103.571959969999990,24.094374490000000
167,103.621959970000010,26.244374489999998
168,103.771959970000000,23.444374490000001
169,103.771959970000000,25.494374489999998
170,103.871959970000010,26.144374490000001
171,102.821959969999990,25.144374490000001
172,104.071959969999990,25.594374490000000
173,104.221959970000000,24.894374490000001
174,104.471959970000000,26.444374490000001
175,104.621959970000010,26.344374490000000
176,103.971959970000000,26.044374489999999
177,101.021959970000000,25.744374489999998
178,101.471959970000000,25.394374490000001
179,101.571959969999990,25.794374489999999
180,101.921959970000000,25.094374490000000
181,101.971959970000000,23.444374490000001
182,102.021959970000000,25.844374490000000
183,102.171959970000000,24.944374490000001
184,102.171959970000000,25.244374489999998
185,102.221959970000000,22.994374489999998
186,101.121959970000010,25.194374490000001
187,102.921959970000000,23.194374490000001
188,103.071959969999990,26.344374490000000
189,103.171959970000000,22.944374490000001
190,102.271959970000000,24.044374489999999
191,102.471959970000000,23.744374489999998
192,102.721959970000000,23.244374489999998
193,103.571959969999990,24.444374490000001
194,103.671959970000000,22.844374490000000
195,103.671959970000000,26.044374489999999
196,103.971959970000000,25.394374490000001
197,103.421959970000000,24.594374490000000
198,103.471959970000000,24.044374489999999
199,103.521959970000000,24.344374490000000
200,104.471959970000000,24.744374489999998
201,100.871959970000010,24.894374490000001
202,100.971959970000000,25.194374490000001
203,101.021959970000000,24.994374489999998
204,101.721959970000000,23.794374489999999
205,101.921959970000000,24.294374489999999
206,101.971959970000000,25.494374489999998
207,102.321959969999990,26.144374490000001
208,102.371959970000010,24.194374490000001
209,101.121959970000010,24.644374490000001
210,101.421959970000000,24.094374490000000
211,102.621959970000010,24.594374490000000
212,102.671959970000000,25.894374490000001
213,103.071959969999990,26.094374490000000
214,102.421959970000000,23.444374490000001
215,102.471959970000000,23.244374489999998
216,102.471959970000000,25.244374489999998
217,103.371959970000010,23.294374489999999
218,103.371959970000010,24.144374490000001
219,103.421959970000000,25.444374490000001
220,103.725449585000010,22.748361829800000
221,103.721959970000000,23.544374489999999
222,103.871959970000010,26.044374489999999
223,103.171959970000000,23.794374489999999
224,103.221959970000000,25.044374489999999
225,103.321959969999990,25.894374490000001
226,104.521959970000000,24.844374490000000
227,104.271959970000000,24.694374490000001
228,103.821959969999990,25.994374489999998
229,101.171959970000000,25.794374489999999
230,101.721959970000000,24.744374489999998
231,101.771959970000000,23.694374490000001
232,101.921959970000000,25.544374489999999
233,102.321959969999990,24.694374490000001
234,102.371959970000010,24.294374489999999
235,102.471959970000000,22.944374490000001
236,102.571959969999990,23.444374490000001
237,102.671959970000000,23.344374490000000
238,102.671959970000000,23.894374490000001
239,102.871959970000010,23.994374489999998
240,102.871959970000010,24.494374489999998
241,102.921959970000000,24.644374490000001
242,101.971959970000000,25.144374490000001
243,103.621959970000010,26.094374490000000
244,103.671959970000000,22.994374489999998
245,103.971959970000000,24.794374489999999
246,104.321959969999990,25.494374489999998
247,104.521959970000000,25.494374489999998
248,103.021959970000000,24.744374489999998
249,101.321959969999990,24.844374490000000
250,101.771959970000000,24.494374489999998
251,102.121959970000010,25.644374490000001
252,102.171959970000000,25.994374489999998
253,102.221959970000000,25.344374490000000
254,102.321959969999990,25.494374489999998
255,101.521959970000000,25.094374490000000
256,101.721959970000000,24.644374490000001
257,102.871959970000010,23.694374490000001
258,102.921959970000000,24.344374490000000
259,102.971959970000000,23.194374490000001
260,102.971959970000000,24.094374490000000
261,103.121959970000010,24.944374490000001
262,103.221959970000000,25.094374490000000
263,103.471959970000000,22.794374489999999
264,102.671959970000000,24.944374490000001
265,103.871959970000010,25.344374490000000
266,104.021959970000000,24.494374489999998
267,103.521959970000000,25.594374490000000
268,103.571959969999990,26.944374490000001
269,103.621959970000010,23.894374490000001
270,104.321959969999990,25.944374490000001
271,102.721959970000000,24.444374490000001
272,102.021959970000000,24.144374490000001
273,104.171959970000000,24.944374490000001
274,101.021959970000000,25.444374490000001
275,101.271959970000000,25.194374490000001
276,101.521959970000000,26.044374489999999
277,101.621959970000010,25.494374489999998
278,102.021959970000000,23.994374489999998
279,101.121959970000010,24.444374490000001
280,102.321959969999990,24.144374490000001
281,102.321959969999990,24.794374489999999
282,102.321959969999990,24.944374490000001
283,102.471959970000000,24.194374490000001
284,102.571959969999990,24.294374489999999
285,102.571959969999990,25.044374489999999
286,102.771959970000000,24.144374490000001
287,102.771959970000000,24.444374490000001
288,102.871959970000010,23.494374489999998
289,102.871959970000010,25.094374490000000
290,102.871959970000010,25.944374490000001
291,103.121959970000010,22.794374489999999
292,103.121959970000010,24.044374489999999
293,103.121959970000010,24.394374490000001
294,103.221959970000000,23.394374490000001
295,103.321959969999990,25.644374490000001
296,103.371959970000010,25.044374489999999
297,103.471959970000000,23.194374490000001
298,103.471959970000000,23.344374490000000
299,103.571959969999990,23.494374489999998
300,103.721959970000000,24.894374490000001
301,103.921959970000000,26.044374489999999
302,103.921959970000000,26.244374489999998
303,103.971959970000000,24.444374490000001
304,104.021959970000000,25.444374490000001
305,104.071959969999990,26.394374490000001
306,104.321959969999990,24.594374490000000
307,104.621959970000010,26.494374489999998
308,101.371959970000010,24.694374490000001
309,101.421959970000000,24.944374490000001
310,101.721959970000000,26.144374490000001
311,101.771959970000000,23.844374490000000
312,101.921959970000000,24.944374490000001
313,102.271959970000000,23.644374490000001
314,102.371959970000010,24.394374490000001
315,102.571959969999990,23.294374489999999
316,102.671959970000000,23.744374489999998
317,102.821959969999990,24.244374489999998
318,102.971959970000000,24.294374489999999
319,102.971959970000000,25.494374489999998
320,102.021959970000000,23.844374490000000
321,102.021959970000000,24.194374490000001
322,102.171959970000000,24.394374490000001
323,103.571959969999990,23.194374490000001
324,103.621959970000010,23.244374489999998
325,103.621959970000010,23.944374490000001
326,104.021959970000000,26.394374490000001
327,104.421959970000000,25.294374489999999
328,104.471959970000000,25.094374490000000
329,104.121959970000010,26.394374490000001
330,101.671959970000000,26.194374490000001
331,102.021959970000000,24.644374490000001
332,102.171959970000000,23.094374490000000
333,102.271959970000000,22.894374490000001
334,102.371959970000010,22.744374489999998
335,102.371959970000010,24.544374489999999
336,102.421959970000000,24.244374489999998
337,102.521959970000000,24.344374490000000
338,102.621959970000010,23.194374490000001
339,101.821959969999990,24.594374490000000
340,103.071959969999990,24.144374490000001
341,103.071959969999990,26.444374490000001
342,103.121959970000010,25.094374490000000
343,103.171959970000000,24.644374490000001
344,103.221959970000000,25.394374490000001
345,103.521959970000000,25.294374489999999
346,104.021959970000000,24.544374489999999
347,104.071959969999990,26.494374489999998
348,104.421959970000000,26.494374489999998
349,104.471959970000000,24.444374490000001
350,101.421959970000000,25.844374490000000
351,101.671959970000000,25.744374489999998
352,101.671959970000000,25.944374490000001
353,101.771959970000000,24.994374489999998
354,101.821959969999990,23.794374489999999
355,102.071959969999990,25.694374490000001
356,101.221959970000000,25.194374490000001
357,102.671959970000000,25.744374489999998
358,102.721959970000000,23.544374489999999
359,102.721959970000000,25.994374489999998
360,102.771959970000000,25.994374489999998
361,102.821959969999990,25.544374489999999
362,102.821959969999990,26.244374489999998
363,102.971959970000000,24.544374489999999
364,103.121959970000010,24.494374489999998
365,103.171959970000000,23.994374489999998
366,103.221959970000000,24.894374490000001
367,103.371959970000010,23.394374490000001
368,103.371959970000010,24.944374490000001
369,103.421959970000000,25.144374490000001
370,103.471959970000000,25.344374490000000
371,103.521959970000000,24.744374489999998
372,103.571959969999990,23.244374489999998
373,103.621959970000010,25.494374489999998
374,103.721959970000000,23.044374489999999
375,103.821959969999990,22.944374490000001
376,103.821959969999990,24.994374489999998
377,103.821959969999990,26.144374490000001
378,103.271959970000000,24.244374489999998
379,104.221959970000000,25.394374490000001
380,104.471959970000000,24.944374490000001
381,104.521959970000000,25.294374489999999
382,104.171959970000000,26.444374490000001
383,100.971959970000000,25.144374490000001
384,102.071959969999990,23.894374490000001
385,102.471959970000000,26.094374490000000
386,102.521959970000000,25.544374489999999
387,102.921959970000000,23.744374489999998
388,103.121959970000010,23.344374490000000
389,103.121959970000010,24.544374489999999
390,102.171959970000000,25.844374490000000
391,102.271959970000000,23.794374489999999
392,102.321959969999990,26.094374490000000
393,102.471959970000000,24.494374489999998
394,103.371959970000010,25.794374489999999
395,103.421959970000000,26.694374490000001
396,103.471959970000000,26.044374489999999
397,103.471959970000000,26.244374489999998
398,103.521959970000000,25.794374489999999
399,103.671959970000000,23.244374489999998
400,103.821959969999990,24.694374490000001
401,103.221959970000000,23.644374490000001
402,103.221959970000000,24.694374490000001
403,104.371959970000010,25.994374489999998
404,104.671959970000000,24.994374489999998
405,104.071959969999990,25.994374489999998
406,100.871959970000010,25.144374490000001
407,101.021959970000000,25.544374489999999
408,101.121959970000010,24.694374490000001
409,101.121959970000010,25.094374490000000
410,101.821959969999990,23.444374490000001
411,102.321959969999990,22.894374490000001
412,102.421959970000000,26.244374489999998
413,102.621959970000010,24.694374490000001
414,102.671959970000000,23.144374490000001
415,102.821959969999990,25.894374490000001
416,102.971959970000000,25.644374490000001
417,103.471959970000000,24.844374490000000
418,103.771959970000000,25.544374489999999
419,104.221959970000000,25.044374489999999
420,101.421959970000000,24.494374489999998
421,101.421959970000000,24.644374490000001
422,101.721959970000000,26.194374490000001
423,102.021959970000000,25.244374489999998
424,102.771959970000000,25.394374490000001
425,102.821959969999990,25.644374490000001
426,103.071959969999990,23.644374490000001
427,103.121959970000010,25.144374490000001
428,103.221959970000000,26.144374490000001
429,103.321959969999990,24.894374490000001
430,103.471959970000000,25.744374489999998
431,102.721959970000000,25.644374490000001
432,103.771959970000000,23.044374489999999
433,103.821959969999990,24.344374490000000
434,103.821959969999990,24.844374490000000
435,103.921959970000000,24.844374490000000
436,103.671959970000000,22.944374490000001
437,104.121959970000010,25.544374489999999
438,104.371959970000010,25.894374490000001
439,104.471959970000000,24.494374489999998
440,101.071959969999990,25.994374489999998
441,101.571959969999990,24.594374490000000
442,101.671959970000000,25.044374489999999
443,101.021959970000000,25.144374490000001
444,102.021959970000000,23.194374490000001
445,102.021959970000000,25.894374490000001
446,102.221959970000000,24.794374489999999
447,102.271959970000000,24.194374490000001
448,102.621959970000010,23.444374490000001
449,102.821959969999990,25.044374489999999
450,103.171959970000000,23.844374490000000
451,103.221959970000000,23.094374490000000
452,103.371959970000010,24.894374490000001
453,103.521959970000000,26.044374489999999
454,103.621959970000010,23.844374490000000
455,103.821959969999990,25.294374489999999
456,102.921959970000000,25.594374490000000
457,103.121959970000010,24.894374490000001
458,104.221959970000000,25.244374489999998
459,102.721959970000000,23.944374490000001
460,101.871959970000010,24.094374490000000
461,101.921959970000000,22.994374489999998
462,101.921959970000000,23.194374490000001
463,101.971959970000000,25.644374490000001
464,102.021959970000000,23.294374489999999
465,102.221959970000000,23.744374489999998
466,102.321959969999990,22.694374490000001
467,102.371959970000010,24.144374490000001
468,102.771959970000000,25.094374490000000
469,102.821959969999990,24.744374489999998
470,102.821959969999990,26.194374490000001
471,103.071959969999990,25.344374490000000
472,103.221959970000000,23.544374489999999
473,103.271959970000000,23.994374489999998
474,103.321959969999990,24.694374490000001
475,103.421959970000000,24.194374490000001
476,102.521959970000000,22.894374490000001
477,102.571959969999990,23.594374490000000
478,102.571959969999990,25.644374490000001
479,103.671959970000000,26.994374489999998
480,104.021959970000000,26.494374489999998
481,104.071959969999990,24.844374490000000
482,104.221959970000000,24.494374489999998
483,104.471959970000000,24.894374490000001
484,101.721959970000000,24.094374490000000
485,101.771959970000000,24.944374490000001
486,101.921959970000000,24.394374490000001
487,102.171959970000000,23.894374490000001
488,102.271959970000000,23.594374490000000
489,102.321959969999990,23.494374489999998
490,102.521959970000000,25.044374489999999
491,102.971959970000000,24.144374490000001
492,103.021959970000000,25.844374490000000
493,103.171959970000000,26.444374490000001
494,103.221959970000000,26.344374490000000
495,103.271959970000000,25.094374490000000
496,103.321959969999990,24.644374490000001
497,102.421959970000000,25.744374489999998
498,103.671959970000000,26.544374489999999
499,103.721959970000000,24.694374490000001
500,103.721959970000000,26.294374489999999
501,103.871959970000010,22.944374490000001
502,103.971959970000000,25.744374489999998
503,104.121959970000010,26.144374490000001
504,104.171959970000000,24.794374489999999
505,104.371959970000010,24.544374489999999
506,101.421959970000000,26.244374489999998
507,101.471959970000000,25.794374489999999
508,101.621959970000010,25.344374490000000
509,102.071959969999990,23.694374490000001
510,102.221959970000000,24.194374490000001
511,102.371959970000010,25.644374490000001
512,102.621959970000010,24.544374489999999
513,102.671959970000000,25.194374490000001
514,101.821959969999990,24.144374490000001
515,103.121959970000010,24.294374489999999
516,103.271959970000000,25.794374489999999
517,103.321959969999990,23.594374490000000
518,103.321959969999990,23.744374489999998
519,103.371959970000010,24.344374490000000
520,103.421959970000000,24.494374489999998
521,103.421959970000000,25.594374490000000
522,103.471959970000000,24.194374490000001
523,103.521959970000000,24.644374490000001
524,103.621959970000010,26.644374490000001
525,102.971959970000000,22.894374490000001
526,104.071959969999990,24.744374489999998
527,104.171959970000000,26.294374489999999
528,104.271959970000000,26.294374489999999
529,104.371959970000010,26.044374489999999
530,104.421959970000000,24.944374490000001
531,104.521959970000000,25.194374490000001
532,103.821959969999990,26.194374490000001
533,103.971959970000000,25.094374490000000
534,101.071959969999990,25.194374490000001
535,101.421959970000000,24.744374489999998
536,101.471959970000000,24.544374489999999
537,101.621959970000010,24.744374489999998
538,102.071959969999990,25.144374490000001
539,102.121959970000010,25.094374490000000
540,102.271959970000000,25.394374490000001
541,102.671959970000000,23.644374490000001
542,102.971959970000000,25.594374490000000
543,103.071959969999990,23.044374489999999
544,103.071959969999990,25.994374489999998
545,103.121959970000010,22.844374490000000
546,103.171959970000000,22.894374490000001
547,103.221959970000000,23.844374490000000
548,103.221959970000000,25.444374490000001
549,103.221959970000000,25.494374489999998
550,102.571959969999990,25.394374490000001
551,103.621959970000010,24.144374490000001
552,103.871959970000010,22.894374490000001
553,104.271959970000000,25.744374489999998
554,104.421959970000000,25.544374489999999
555,103.321959969999990,25.544374489999999
556,100.921959970000000,24.794374489999999
557,103.121959970000010,26.194374490000001
558,101.171959970000000,25.344374490000000
559,101.221959970000000,26.294374489999999
560,101.421959970000000,25.694374490000001
561,101.571959969999990,24.094374490000000
562,101.621959970000010,26.144374490000001
563,101.821959969999990,23.394374490000001
564,101.871959970000010,23.394374490000001
565,101.971959970000000,23.394374490000001
566,102.021959970000000,23.444374490000001
567,102.171959970000000,23.694374490000001
568,102.271959970000000,23.894374490000001
569,102.321959969999990,23.194374490000001
570,102.321959969999990,25.144374490000001
571,102.621959970000010,23.094374490000000
572,102.621959970000010,25.644374490000001
573,101.721959970000000,25.344374490000000
574,102.871959970000010,25.494374489999998
575,102.971959970000000,23.344374490000000
576,103.021959970000000,23.994374489999998
577,103.021959970000000,25.144374490000001
578,103.121959970000010,23.794374489999999
579,103.121959970000010,25.194374490000001
580,103.221959970000000,25.994374489999998
581,103.471959970000000,26.944374490000001
582,103.521959970000000,23.194374490000001
583,103.521959970000000,24.094374490000000
584,103.571959969999990,25.094374490000000
585,102.821959969999990,25.344374490000000
586,103.771959970000000,25.144374490000001
587,104.371959970000010,26.094374490000000
588,104.421959970000000,25.944374490000001
589,103.671959970000000,24.744374489999998
590,101.871959970000010,25.294374489999999
591,102.171959970000000,25.444374490000001
592,102.271959970000000,25.444374490000001
593,102.621959970000010,23.844374490000000
594,102.671959970000000,23.194374490000001
595,101.471959970000000,25.094374490000000
596,103.171959970000000,23.244374489999998
597,103.221959970000000,23.244374489999998
598,103.371959970000010,22.994374489999998
599,103.471959970000000,26.544374489999999
600,103.571959969999990,23.594374490000000
601,103.571959969999990,24.644374490000001
602,103.721959970000000,22.994374489999998
603,102.871959970000010,25.144374490000001
604,104.271959970000000,25.444374490000001
605,100.871959970000010,25.044374489999999
606,101.221959970000000,25.894374490000001
607,101.621959970000010,23.644374490000001
608,101.671959970000000,23.694374490000001
609,101.771959970000000,23.644374490000001
610,101.771959970000000,23.894374490000001
611,101.771959970000000,25.444374490000001
612,101.921959970000000,23.394374490000001
613,103.821959969999990,25.844374490000000
614,101.171959970000000,24.644374490000001
615,101.221959970000000,25.844374490000000
616,102.271959970000000,22.644374490000001
617,102.571959969999990,22.794374489999999
618,102.721959970000000,23.044374489999999
619,102.871959970000010,24.144374490000001
620,102.871959970000010,25.394374490000001
621,103.171959970000000,22.994374489999998
622,103.171959970000000,23.094374490000000
623,103.221959970000000,23.894374490000001
624,103.371959970000010,23.894374490000001
625,103.371959970000010,24.444374490000001
626,103.371959970000010,26.194374490000001
627,103.471959970000000,25.644374490000001
628,103.571959969999990,24.894374490000001
629,103.571959969999990,26.144374490000001
630,103.871959970000010,25.944374490000001
631,103.071959969999990,24.494374489999998
632,104.371959970000010,25.844374490000000
633,101.221959970000000,24.494374489999998
634,101.271959970000000,25.444374490000001
635,101.771959970000000,25.994374489999998
636,101.071959969999990,25.394374490000001
637,102.071959969999990,23.044374489999999
638,102.321959969999990,22.594374490000000
639,102.421959970000000,24.294374489999999
640,102.421959970000000,24.844374490000000
641,102.521959970000000,25.894374490000001
642,102.571959969999990,25.294374489999999
643,102.671959970000000,22.894374490000001
644,101.921959970000000,23.894374490000001
645,103.121959970000010,24.194374490000001
646,103.171959970000000,25.494374489999998
647,103.371959970000010,23.044374489999999
648,103.421959970000000,24.044374489999999
649,103.571959969999990,22.844374490000000
650,103.871959970000010,24.394374490000001
651,104.171959970000000,25.994374489999998
652,104.271959970000000,25.894374490000001
653,104.371959970000010,25.044374489999999
654,104.371959970000010,26.344374490000000
655,104.071959969999990,25.544374489999999
656,104.221959970000000,24.994374489999998
657,101.021959970000000,24.944374490000001
658,102.421959970000000,25.594374490000000
659,101.921959970000000,23.644374490000001
660,102.021959970000000,25.944374490000001
661,102.071959969999990,22.694374490000001
662,102.121959970000010,23.294374489999999
663,102.421959970000000,23.994374489999998
664,102.471959970000000,26.194374490000001
665,102.521959970000000,24.544374489999999
666,102.771959970000000,24.044374489999999
667,103.221959970000000,23.294374489999999
668,103.421959970000000,24.994374489999998
669,103.421959970000000,26.094374490000000
670,103.521959970000000,22.844374490000000
671,103.571959969999990,25.744374489999998
672,103.621959970000010,25.894374490000001
673,103.721959970000000,25.444374490000001
674,103.721959970000000,26.544374489999999
675,104.071959969999990,24.894374490000001
676,104.121959970000010,26.544374489999999
677,104.221959970000000,25.094374490000000
678,104.371959970000010,25.344374490000000
679,104.421959970000000,24.744374489999998
680,103.921959970000000,25.644374490000001
681,104.721959970000000,25.194374490000001
682,101.271959970000000,25.694374490000001
683,101.771959970000000,23.544374489999999
684,101.821959969999990,23.994374489999998
685,101.871959970000010,24.994374489999998
686,102.121959970000010,24.194374490000001
687,102.271959970000000,24.144374490000001
688,102.271959970000000,24.594374490000000
689,102.521959970000000,25.194374490000001
690,102.571959969999990,25.994374489999998
691,102.621959970000010,25.044374489999999
692,102.921959970000000,26.294374489999999
693,102.971959970000000,26.144374490000001
694,103.021959970000000,25.294374489999999
695,103.021959970000000,25.994374489999998
696,103.121959970000010,23.244374489999998
697,103.171959970000000,23.194374490000001
698,102.371959970000010,23.594374490000000
699,103.471959970000000,24.294374489999999
700,103.621959970000010,24.494374489999998
701,103.721959970000000,26.644374490000001
702,103.221959970000000,24.594374490000000
703,103.371959970000010,23.194374490000001
704,101.571959969999990,24.994374489999998
705,101.721959970000000,23.744374489999998
706,102.021959970000000,24.444374490000001
707,102.021959970000000,25.994374489999998
708,102.121959970000010,23.044374489999999
709,102.321959969999990,23.994374489999998
710,102.371959970000010,23.994374489999998
711,102.471959970000000,24.394374490000001
712,102.471959970000000,24.594374490000000
713,101.321959969999990,25.844374490000000
714,101.421959970000000,25.444374490000001
715,102.771959970000000,23.544374489999999
716,103.071959969999990,24.744374489999998
717,103.121959970000010,25.694374490000001
718,103.171959970000000,24.694374490000001
719,103.221959970000000,24.144374490000001
720,103.271959970000000,25.744374489999998
721,103.471959970000000,26.894374490000001
722,103.671959970000000,24.844374490000000
723,103.721959970000000,26.894374490000001
724,104.421959970000000,24.494374489999998
725,104.521959970000000,25.244374489999998
726,103.621959970000010,24.844374490000000
727,104.671959970000000,25.044374489999999
728,104.571959969999990,25.394374490000001
729,102.021959970000000,22.994374489999998
730,100.921959970000000,25.044374489999999
731,101.621959970000010,24.894374490000001
732,101.821959969999990,24.194374490000001
733,101.821959969999990,25.694374490000001
734,101.871959970000010,24.144374490000001
735,101.921959970000000,24.794374489999999
736,101.971959970000000,23.644374490000001
737,102.321959969999990,24.394374490000001
738,102.471959970000000,25.394374490000001
739,102.621959970000010,24.944374490000001
740,102.821959969999990,23.194374490000001
741,103.021959970000000,23.344374490000000
742,103.121959970000010,23.894374490000001
743,102.221959970000000,25.044374489999999
744,103.371959970000010,25.294374489999999
745,103.421959970000000,26.644374490000001
746,103.471959970000000,26.844374490000000
747,103.671959970000000,24.344374490000000
748,103.721959970000000,25.944374490000001
749,103.371959970000010,23.994374489999998
750,104.071959969999990,25.444374490000001
751,104.171959970000000,25.794374489999999
752,104.171959970000000,26.544374489999999
753,104.321959969999990,24.844374490000000
754,103.921959970000000,25.344374490000000
755,103.969625085000000,22.515263850400000
756,103.971959970000000,24.894374490000001
757,104.621959970000010,24.944374490000001
758,101.171959970000000,25.594374490000000
759,101.221959970000000,25.344374490000000
760,101.571959969999990,23.744374489999998
761,101.671959970000000,26.144374490000001
762,101.821959969999990,25.794374489999999
763,101.871959970000010,25.844374490000000
764,101.921959970000000,23.244374489999998
765,102.371959970000010,24.944374490000001
766,102.421959970000000,23.194374490000001
767,102.421959970000000,23.344374490000000
768,102.421959970000000,25.394374490000001
769,102.421959970000000,26.294374489999999
770,102.471959970000000,24.844374490000000
771,102.521959970000000,22.844374490000000
772,102.621959970000010,24.194374490000001
773,102.821959969999990,24.394374490000001
774,102.921959970000000,23.244374489999998
775,102.171959970000000,25.194374490000001
